event_id,customer_id,event_type,event_time,campaign
81282,1776,click,2025-04-15,Welcome
81283,1203,sent,2025-05-01,Promo_Q1
81284,1263,sent,2024-02-27,Promo_Q2
81285,1149,open,2025-05-08,Welcome
81286,1092,open,2024-03-25,Promo_Q2
81287,1565,sent,2024-06-06,Welcome
81288,1527,click,2025-07-14,Promo_Q2
81289,1456,unsubscribe,2024-03-24,Welcome
81290,1564,click,2024-05-24,Reactivation
81291,1460,open,2024-07-12,Promo_Q1
81292,1453,open,2025-04-10,Promo_Q1
81293,1200,sent,2024-07-04,Promo_Q2
81294,1037,click,2025-04-21,Welcome
81295,1388,sent,2024-04-28,Reactivation
81296,1591,sent,2024-12-12,Promo_Q1
81297,1662,sent,2025-07-07,Promo_Q2
81298,1433,open,2024-01-24,Promo_Q1
81299,1548,click,2025-06-08,Reactivation
81300,1094,sent,2024-04-05,Promo_Q1
81301,1191,sent,2024-12-01,Webinar
81302,1476,sent,2024-01-29,Reactivation
81303,1166,open,2024-11-25,Welcome
81304,1040,open,2024-12-20,Reactivation
81305,1064,sent,2025-04-11,Promo_Q2
81306,1452,open,2024-08-28,Welcome
81307,1696,sent,2025-06-12,Promo_Q1
81308,1782,click,2024-08-01,Reactivation
81309,1642,sent,2024-02-22,Welcome
81310,1751,open,2024-08-11,Promo_Q1
81311,1382,open,2024-06-25,Reactivation
81312,1447,open,2024-09-14,Welcome
81313,1275,open,2024-04-25,Promo_Q2
81314,1078,open,2024-08-01,Promo_Q1
81315,1125,sent,2025-05-26,Promo_Q1
81316,1521,sent,2025-01-11,Promo_Q2
81317,1289,open,2024-04-24,Promo_Q2
81318,1127,sent,2024-01-31,Promo_Q2
81319,1216,click,2024-05-05,Welcome
81320,1628,open,2024-08-24,Promo_Q2
81321,1106,unsubscribe,2024-07-30,Webinar
81322,1491,open,2025-05-04,Welcome
81323,1725,sent,2024-12-04,Promo_Q2
81324,1556,sent,2025-05-01,Promo_Q2
81325,1577,sent,2025-07-30,Webinar
81326,1597,open,2024-06-16,Reactivation
81327,1057,sent,2024-10-02,Promo_Q2
81328,1744,open,2025-02-11,Promo_Q1
81329,1280,open,2024-10-22,Promo_Q2
81330,1614,open,2024-07-07,Welcome
81331,1172,open,2025-04-15,Welcome
81332,1105,sent,2025-05-29,Promo_Q2
81333,1006,sent,2024-06-09,Welcome
81334,1034,click,2024-06-11,Promo_Q1
81335,1539,click,2024-11-23,Promo_Q2
81336,1530,sent,2025-04-16,Promo_Q1
81337,1517,click,2024-10-26,Webinar
81338,1630,open,2024-02-04,Reactivation
81339,1472,click,2024-06-19,Webinar
81340,1608,open,2024-10-17,Promo_Q2
81341,1725,sent,2025-03-01,Reactivation
81342,1255,sent,2025-03-23,Promo_Q2
81343,1556,open,2025-03-10,Reactivation
81344,1605,click,2024-02-24,Promo_Q2
81345,1247,sent,2024-12-21,Reactivation
81346,1773,open,2024-09-02,Promo_Q1
81347,1317,sent,2024-06-29,Welcome
81348,1251,click,2025-04-22,Promo_Q2
81349,1754,open,2024-07-25,Webinar
81350,1348,click,2024-04-15,Webinar
81351,1646,sent,2025-02-05,Promo_Q2
81352,1075,sent,2024-03-19,Promo_Q1
81353,1240,open,2024-06-18,Promo_Q2
81354,1136,sent,2024-09-13,Reactivation
81355,1227,click,2024-03-22,Welcome
81356,1459,unsubscribe,2024-06-14,Promo_Q1
81357,1596,sent,2025-01-05,Welcome
81358,1758,sent,2024-11-17,Webinar
81359,1755,click,2025-05-02,Welcome
81360,1086,sent,2024-03-22,Welcome
81361,1460,open,2025-05-13,Promo_Q2
81362,1112,click,2024-02-13,Webinar
81363,1069,open,2025-03-04,Welcome
81364,1362,sent,2024-04-29,Reactivation
81365,1286,open,2025-06-05,Welcome
81366,1443,click,2024-01-24,Promo_Q2
81367,1151,sent,2024-11-30,Promo_Q1
81368,1510,sent,2024-01-08,Promo_Q1
81369,1484,sent,2025-02-28,Promo_Q1
81370,1441,open,2024-01-20,Reactivation
81371,1176,click,2025-02-23,Welcome
81372,1710,sent,2025-04-11,Webinar
81373,1554,sent,2025-05-31,Welcome
81374,1029,sent,2024-07-26,Promo_Q1
81375,1597,open,2024-11-09,Promo_Q1
81376,1741,open,2025-02-27,Webinar
81377,1685,sent,2025-04-18,Welcome
81378,1553,click,2025-03-27,Promo_Q1
81379,1713,open,2025-05-04,Webinar
81380,1375,open,2025-06-01,Promo_Q2
81381,1431,sent,2025-01-10,Promo_Q1
81382,1612,sent,2024-04-10,Promo_Q2
81383,1385,sent,2025-04-25,Welcome
81384,1351,click,2024-09-24,Reactivation
81385,1220,open,2024-01-30,Welcome
81386,1494,unsubscribe,2024-12-27,Reactivation
81387,1147,sent,2025-02-23,Webinar
81388,1577,open,2024-09-21,Reactivation
81389,1605,click,2024-10-19,Webinar
81390,1202,open,2024-11-13,Promo_Q1
81391,1722,sent,2024-05-25,Welcome
81392,1413,open,2024-08-03,Webinar
81393,1220,open,2025-04-10,Welcome
81394,1383,open,2024-01-18,Welcome
81395,1775,open,2024-11-17,Webinar
81396,1550,open,2024-01-19,Webinar
81397,1617,open,2024-04-26,Reactivation
81398,1251,sent,2024-08-03,Promo_Q1
81399,1766,sent,2024-04-17,Promo_Q1
81400,1278,sent,2025-05-04,Promo_Q2
81401,1749,open,2025-05-17,Reactivation
81402,1715,sent,2024-03-29,Reactivation
81403,1054,click,2025-05-29,Welcome
81404,1438,click,2024-05-12,Welcome
81405,1211,click,2024-01-08,Webinar
81406,1518,click,2025-03-01,Promo_Q2
81407,1201,open,2024-10-26,Welcome
81408,1797,open,2024-10-14,Reactivation
81409,1043,sent,2024-01-02,Promo_Q2
81410,1707,sent,2025-07-18,Reactivation
81411,1248,sent,2025-04-25,Reactivation
81412,1365,sent,2025-07-12,Reactivation
81413,1318,open,2024-05-20,Promo_Q1
81414,1781,sent,2024-12-14,Reactivation
81415,1495,click,2025-03-06,Promo_Q1
81416,1371,sent,2025-04-08,Welcome
81417,1704,click,2025-03-27,Reactivation
81418,1559,click,2024-11-26,Webinar
81419,1188,sent,2024-01-19,Webinar
81420,1271,open,2025-07-27,Promo_Q1
81421,1773,click,2024-03-07,Promo_Q1
81422,1581,click,2024-04-14,Promo_Q2
81423,1258,click,2025-04-20,Reactivation
81424,1626,click,2024-02-28,Reactivation
81425,1242,sent,2024-05-03,Reactivation
81426,1094,sent,2024-01-12,Reactivation
81427,1694,sent,2024-03-31,Promo_Q2
81428,1508,open,2025-01-15,Welcome
81429,1295,sent,2024-07-27,Promo_Q1
81430,1480,sent,2024-03-18,Promo_Q1
81431,1765,open,2024-06-01,Webinar
81432,1020,sent,2025-03-10,Reactivation
81433,1762,click,2024-11-17,Promo_Q1
81434,1404,sent,2024-10-01,Webinar
81435,1797,sent,2024-01-27,Promo_Q2
81436,1419,sent,2024-10-22,Webinar
81437,1416,sent,2024-10-04,Reactivation
81438,1529,open,2024-09-12,Webinar
81439,1563,unsubscribe,2024-10-08,Reactivation
81440,1136,open,2024-02-12,Promo_Q2
81441,1661,open,2025-06-22,Promo_Q2
81442,1663,click,2024-06-25,Promo_Q2
81443,1115,sent,2025-01-11,Webinar
81444,1774,sent,2024-07-26,Reactivation
81445,1506,open,2024-07-08,Promo_Q1
81446,1180,sent,2025-02-22,Reactivation
81447,1648,click,2024-08-29,Webinar
81448,1611,unsubscribe,2024-12-21,Promo_Q2
81449,1325,open,2024-06-07,Welcome
81450,1190,open,2024-06-02,Promo_Q1
81451,1191,open,2024-04-24,Reactivation
81452,1728,open,2024-06-22,Reactivation
81453,1672,open,2024-02-07,Welcome
81454,1289,sent,2024-02-14,Promo_Q2
81455,1166,open,2025-05-07,Welcome
81456,1258,sent,2024-06-10,Promo_Q2
81457,1236,sent,2024-11-06,Reactivation
81458,1721,open,2024-10-13,Promo_Q2
81459,1394,sent,2024-12-31,Promo_Q1
81460,1741,open,2025-01-08,Webinar
81461,1485,open,2024-07-30,Webinar
81462,1578,sent,2024-03-17,Promo_Q2
81463,1460,open,2024-04-12,Reactivation
81464,1485,sent,2024-07-26,Reactivation
81465,1734,click,2024-11-19,Promo_Q2
81466,1015,sent,2024-12-20,Welcome
81467,1471,sent,2025-06-21,Welcome
81468,1671,click,2024-06-25,Welcome
81469,1245,click,2024-03-04,Reactivation
81470,1251,sent,2024-11-06,Promo_Q2
81471,1166,unsubscribe,2024-02-08,Promo_Q2
81472,1669,open,2024-04-05,Reactivation
81473,1504,click,2024-11-15,Promo_Q2
81474,1206,open,2025-06-17,Promo_Q1
81475,1121,open,2024-04-22,Welcome
81476,1683,click,2024-07-28,Promo_Q2
81477,1634,unsubscribe,2024-09-12,Reactivation
81478,1488,sent,2025-07-04,Promo_Q2
81479,1279,click,2025-02-28,Reactivation
81480,1537,open,2024-07-10,Promo_Q2
81481,1486,click,2024-06-05,Webinar
81482,1668,sent,2024-10-26,Promo_Q1
81483,1611,sent,2024-08-08,Webinar
81484,1508,sent,2024-12-21,Promo_Q2
81485,1219,click,2024-11-04,Reactivation
81486,1200,open,2024-01-20,Promo_Q2
81487,1083,click,2024-02-12,Reactivation
81488,1276,sent,2024-03-18,Welcome
81489,1222,sent,2025-01-10,Welcome
81490,1541,open,2025-07-17,Promo_Q2
81491,1648,sent,2024-09-18,Welcome
81492,1062,sent,2024-03-27,Promo_Q2
81493,1398,sent,2024-12-17,Welcome
81494,1166,sent,2024-12-26,Promo_Q1
81495,1131,open,2025-03-12,Webinar
81496,1771,sent,2025-02-13,Welcome
81497,1311,click,2025-01-31,Promo_Q1
81498,1206,click,2025-02-22,Webinar
81499,1405,click,2025-04-17,Reactivation
81500,1163,sent,2025-05-31,Webinar
81501,1300,click,2024-01-02,Webinar
81502,1172,open,2025-01-19,Promo_Q1
81503,1169,sent,2025-06-27,Promo_Q2
81504,1155,sent,2025-03-13,Promo_Q1
81505,1092,open,2024-02-16,Webinar
81506,1156,sent,2025-02-28,Webinar
81507,1005,click,2024-05-25,Promo_Q1
81508,1683,click,2024-04-16,Welcome
81509,1191,click,2024-04-27,Webinar
81510,1551,sent,2025-07-14,Webinar
81511,1010,open,2025-01-15,Reactivation
81512,1575,open,2025-07-18,Promo_Q2
81513,1777,click,2025-05-03,Promo_Q1
81514,1084,click,2025-06-17,Webinar
81515,1477,sent,2024-11-16,Welcome
81516,1029,open,2024-07-20,Welcome
81517,1412,open,2025-03-02,Reactivation
81518,1395,click,2024-01-11,Welcome
81519,1213,sent,2025-01-06,Promo_Q1
81520,1471,open,2025-07-05,Welcome
81521,1221,open,2025-05-03,Reactivation
81522,1783,sent,2024-04-19,Reactivation
81523,1721,open,2024-03-14,Welcome
81524,1152,unsubscribe,2025-04-21,Webinar
81525,1035,sent,2024-01-31,Welcome
81526,1061,click,2025-07-28,Reactivation
81527,1276,open,2024-09-26,Webinar
81528,1612,sent,2025-06-19,Reactivation
81529,1715,click,2025-04-13,Webinar
81530,1759,unsubscribe,2025-02-06,Welcome
81531,1222,open,2024-04-28,Promo_Q2
81532,1700,sent,2024-02-19,Promo_Q1
81533,1423,sent,2025-01-13,Webinar
81534,1404,open,2024-04-19,Reactivation
81535,1598,sent,2025-04-23,Reactivation
81536,1600,open,2024-02-08,Promo_Q2
81537,1448,sent,2024-10-29,Reactivation
81538,1654,unsubscribe,2024-08-31,Reactivation
81539,1164,click,2025-06-17,Reactivation
81540,1141,click,2025-06-02,Webinar
81541,1257,click,2025-02-19,Webinar
81542,1503,click,2025-03-11,Promo_Q1
81543,1370,open,2025-02-11,Promo_Q2
81544,1603,click,2025-01-24,Welcome
81545,1269,sent,2025-07-29,Promo_Q2
81546,1163,click,2025-02-28,Promo_Q1
81547,1530,open,2025-06-29,Webinar
81548,1674,sent,2024-09-09,Webinar
81549,1052,open,2025-07-29,Promo_Q2
81550,1326,sent,2024-12-20,Welcome
81551,1058,click,2025-06-06,Webinar
81552,1283,open,2024-02-22,Webinar
81553,1658,open,2024-12-18,Promo_Q2
81554,1057,open,2025-07-26,Promo_Q2
81555,1380,open,2024-02-08,Welcome
81556,1009,click,2025-06-30,Welcome
81557,1704,unsubscribe,2024-03-25,Promo_Q2
81558,1591,sent,2025-07-28,Welcome
81559,1663,open,2024-06-15,Promo_Q1
81560,1707,sent,2025-04-02,Promo_Q2
81561,1505,sent,2024-01-16,Reactivation
81562,1713,sent,2024-06-14,Welcome
81563,1278,sent,2024-12-14,Promo_Q2
81564,1434,open,2024-05-11,Reactivation
81565,1407,click,2025-03-14,Promo_Q1
81566,1084,open,2025-01-24,Promo_Q1
81567,1436,open,2025-07-25,Webinar
81568,1775,sent,2024-12-03,Reactivation
81569,1373,click,2025-03-19,Reactivation
81570,1145,click,2024-02-13,Reactivation
81571,1745,open,2024-01-25,Promo_Q1
81572,1151,sent,2024-12-01,Webinar
81573,1549,sent,2025-07-22,Promo_Q1
81574,1201,open,2024-06-04,Promo_Q2
81575,1454,open,2024-01-01,Reactivation
81576,1509,click,2024-07-15,Reactivation
81577,1362,sent,2025-03-02,Webinar
81578,1192,sent,2025-04-07,Webinar
81579,1530,sent,2025-03-26,Reactivation
81580,1163,open,2024-02-16,Promo_Q1
81581,1279,sent,2025-03-20,Webinar
81582,1351,sent,2024-02-17,Reactivation
81583,1212,open,2025-07-23,Promo_Q2
81584,1135,sent,2024-08-01,Webinar
81585,1701,unsubscribe,2025-02-04,Welcome
81586,1508,click,2024-10-06,Promo_Q2
81587,1485,sent,2024-05-18,Reactivation
81588,1755,sent,2024-12-18,Webinar
81589,1697,sent,2024-01-10,Webinar
81590,1708,click,2024-10-18,Promo_Q1
81591,1757,open,2024-01-23,Reactivation
81592,1527,open,2024-11-23,Welcome
81593,1386,open,2024-09-20,Reactivation
81594,1687,sent,2025-05-31,Webinar
81595,1459,click,2025-07-11,Webinar
81596,1097,click,2025-01-10,Welcome
81597,1014,click,2024-04-16,Promo_Q2
81598,1155,sent,2024-10-29,Reactivation
81599,1678,open,2024-01-01,Reactivation
81600,1616,open,2025-03-19,Reactivation
81601,1724,open,2024-01-24,Promo_Q1
81602,1130,sent,2025-04-10,Welcome
81603,1004,click,2024-06-01,Promo_Q2
81604,1753,open,2024-05-24,Reactivation
81605,1152,open,2024-02-21,Promo_Q2
81606,1649,sent,2025-01-30,Promo_Q2
81607,1659,open,2024-07-30,Promo_Q2
81608,1190,sent,2024-02-21,Webinar
81609,1681,unsubscribe,2024-07-04,Reactivation
81610,1128,sent,2025-06-16,Reactivation
81611,1604,sent,2024-01-21,Reactivation
81612,1589,open,2025-01-21,Welcome
81613,1456,open,2024-10-16,Promo_Q1
81614,1078,open,2024-12-10,Promo_Q1
81615,1434,sent,2024-08-13,Promo_Q1
81616,1626,sent,2024-10-04,Promo_Q1
81617,1586,open,2025-03-14,Webinar
81618,1125,open,2024-10-05,Welcome
81619,1212,open,2024-08-05,Welcome
81620,1193,sent,2024-06-08,Webinar
81621,1588,open,2024-09-16,Reactivation
81622,1227,open,2024-11-28,Webinar
81623,1340,click,2024-08-04,Promo_Q1
81624,1140,open,2025-06-03,Welcome
81625,1679,open,2025-07-28,Webinar
81626,1413,click,2024-04-27,Promo_Q1
81627,1186,sent,2025-01-06,Promo_Q1
81628,1323,open,2024-04-28,Promo_Q2
81629,1215,click,2024-11-08,Reactivation
81630,1589,sent,2024-08-14,Reactivation
81631,1509,click,2024-05-21,Reactivation
81632,1075,click,2024-07-16,Welcome
81633,1409,sent,2024-03-12,Welcome
81634,1628,sent,2024-02-15,Welcome
81635,1340,sent,2024-09-16,Welcome
81636,1561,open,2025-04-15,Promo_Q1
81637,1319,click,2025-01-29,Reactivation
81638,1239,open,2024-12-09,Welcome
81639,1510,open,2024-08-30,Reactivation
81640,1795,sent,2024-09-27,Promo_Q1
81641,1454,open,2024-01-13,Welcome
81642,1710,click,2025-06-26,Promo_Q2
81643,1487,open,2024-06-28,Webinar
81644,1058,open,2025-06-11,Welcome
81645,1634,sent,2025-02-17,Welcome
81646,1634,sent,2024-11-20,Promo_Q2
81647,1265,sent,2024-09-13,Promo_Q1
81648,1725,sent,2024-07-05,Webinar
81649,1242,sent,2025-01-03,Promo_Q1
81650,1754,open,2025-07-13,Promo_Q2
81651,1076,click,2025-04-09,Welcome
81652,1705,sent,2024-08-13,Webinar
81653,1348,sent,2024-10-05,Promo_Q1
81654,1531,open,2024-09-27,Welcome
81655,1634,click,2024-05-29,Reactivation
81656,1142,sent,2025-05-03,Promo_Q2
81657,1730,click,2025-02-03,Promo_Q1
81658,1508,sent,2024-12-10,Reactivation
81659,1672,click,2024-09-07,Promo_Q1
81660,1774,open,2024-05-17,Promo_Q1
81661,1113,sent,2025-01-04,Reactivation
81662,1493,sent,2024-05-16,Promo_Q2
81663,1350,click,2024-01-06,Promo_Q2
81664,1765,sent,2024-02-08,Reactivation
81665,1791,click,2025-02-04,Promo_Q2
81666,1019,click,2024-08-05,Webinar
81667,1729,sent,2024-04-29,Webinar
81668,1217,click,2024-05-17,Welcome
81669,1500,click,2024-10-12,Reactivation
81670,1642,sent,2025-06-06,Webinar
81671,1714,sent,2024-06-04,Promo_Q1
81672,1425,click,2025-01-13,Promo_Q2
81673,1693,open,2025-04-21,Webinar
81674,1411,click,2024-10-08,Webinar
81675,1511,unsubscribe,2024-01-16,Reactivation
81676,1108,sent,2025-04-04,Promo_Q1
81677,1105,sent,2025-05-22,Webinar
81678,1555,open,2024-01-18,Promo_Q1
81679,1289,click,2024-03-08,Promo_Q2
81680,1427,sent,2024-02-20,Promo_Q2
81681,1723,unsubscribe,2024-05-07,Promo_Q2
81682,1631,sent,2024-10-13,Welcome
81683,1290,sent,2024-01-20,Reactivation
81684,1334,open,2024-04-07,Promo_Q2
81685,1020,click,2024-08-22,Welcome
81686,1318,sent,2024-12-31,Welcome
81687,1463,sent,2025-06-08,Reactivation
81688,1002,sent,2025-04-23,Promo_Q2
81689,1216,unsubscribe,2024-02-01,Reactivation
81690,1600,sent,2025-07-11,Reactivation
81691,1253,open,2024-06-03,Webinar
81692,1223,sent,2024-07-28,Reactivation
81693,1208,open,2024-02-12,Welcome
81694,1630,click,2025-06-24,Promo_Q2
81695,1068,unsubscribe,2024-11-10,Reactivation
81696,1226,sent,2024-10-24,Welcome
81697,1591,sent,2024-01-09,Promo_Q2
81698,1339,unsubscribe,2024-01-02,Promo_Q1
81699,1659,open,2025-01-28,Welcome
81700,1368,sent,2024-10-05,Promo_Q1
81701,1492,click,2024-10-19,Promo_Q1
81702,1547,sent,2025-01-10,Webinar
81703,1660,sent,2024-03-25,Promo_Q1
81704,1359,click,2025-07-30,Welcome
81705,1297,sent,2024-02-16,Reactivation
81706,1634,sent,2024-06-03,Promo_Q2
81707,1413,open,2025-02-04,Webinar
81708,1399,open,2024-10-24,Promo_Q2
81709,1544,click,2024-02-25,Welcome
81710,1653,sent,2025-03-23,Reactivation
81711,1391,sent,2025-07-13,Promo_Q1
81712,1528,open,2024-09-29,Promo_Q1
81713,1266,sent,2024-05-26,Welcome
81714,1249,open,2024-03-02,Welcome
81715,1184,open,2024-04-28,Promo_Q2
81716,1194,sent,2024-06-28,Promo_Q2
81717,1499,sent,2024-04-18,Promo_Q2
81718,1678,click,2025-01-29,Promo_Q1
81719,1053,open,2024-01-14,Welcome
81720,1082,sent,2024-08-24,Webinar
81721,1546,sent,2024-08-03,Promo_Q1
81722,1085,sent,2025-05-21,Webinar
81723,1385,open,2024-06-06,Promo_Q2
81724,1719,sent,2024-12-02,Promo_Q2
81725,1714,unsubscribe,2024-01-03,Welcome
81726,1571,open,2025-06-13,Reactivation
81727,1025,sent,2025-01-02,Reactivation
81728,1543,sent,2025-04-02,Promo_Q2
81729,1586,open,2024-11-24,Reactivation
81730,1003,sent,2025-04-15,Reactivation
81731,1614,open,2024-02-18,Promo_Q2
81732,1194,open,2025-02-13,Welcome
81733,1727,open,2024-03-26,Promo_Q1
81734,1633,sent,2024-11-28,Reactivation
81735,1693,open,2025-07-22,Webinar
81736,1377,open,2024-04-14,Reactivation
81737,1545,click,2024-05-27,Promo_Q1
81738,1753,open,2024-05-01,Promo_Q1
81739,1091,open,2024-08-25,Promo_Q1
81740,1653,sent,2024-10-08,Promo_Q1
81741,1485,unsubscribe,2024-04-02,Webinar
81742,1551,open,2024-01-17,Welcome
81743,1029,sent,2024-07-16,Promo_Q1
81744,1105,open,2024-08-08,Promo_Q1
81745,1025,click,2024-08-08,Webinar
81746,1494,open,2025-01-18,Reactivation
81747,1275,click,2024-09-15,Reactivation
81748,1449,open,2024-03-03,Webinar
81749,1099,open,2025-06-21,Reactivation
81750,1528,open,2025-02-08,Promo_Q2
81751,1584,open,2024-05-02,Welcome
81752,1199,sent,2025-06-23,Reactivation
81753,1597,open,2025-07-26,Webinar
81754,1730,unsubscribe,2024-04-23,Promo_Q2
81755,1463,click,2024-08-07,Welcome
81756,1697,sent,2024-02-09,Promo_Q1
81757,1173,click,2024-10-05,Reactivation
81758,1436,click,2025-03-30,Welcome
81759,1262,sent,2025-06-05,Welcome
81760,1444,sent,2024-11-10,Promo_Q1
81761,1293,open,2024-07-07,Welcome
81762,1511,open,2024-11-27,Reactivation
81763,1004,open,2024-03-07,Promo_Q2
81764,1467,sent,2025-04-26,Reactivation
81765,1175,sent,2024-10-27,Webinar
81766,1341,sent,2025-07-20,Welcome
81767,1677,sent,2024-08-19,Promo_Q1
81768,1747,sent,2025-01-12,Webinar
81769,1466,open,2024-07-15,Welcome
81770,1170,open,2024-03-26,Welcome
81771,1688,sent,2025-03-11,Promo_Q2
81772,1740,open,2025-01-23,Promo_Q1
81773,1701,sent,2025-03-26,Reactivation
81774,1446,open,2025-07-19,Welcome
81775,1527,sent,2025-07-27,Webinar
81776,1766,sent,2025-06-20,Promo_Q1
81777,1571,sent,2025-05-31,Reactivation
81778,1759,sent,2024-06-22,Webinar
81779,1298,open,2024-09-27,Promo_Q1
81780,1510,click,2024-01-28,Promo_Q2
81781,1159,open,2025-01-29,Webinar
81782,1774,open,2024-11-11,Promo_Q1
81783,1787,sent,2025-02-11,Reactivation
81784,1678,click,2025-01-27,Welcome
81785,1634,sent,2024-06-05,Promo_Q1
81786,1417,sent,2024-09-23,Webinar
81787,1360,click,2024-03-01,Reactivation
81788,1346,sent,2024-02-18,Welcome
81789,1693,sent,2024-09-22,Reactivation
81790,1766,open,2024-11-16,Welcome
81791,1414,click,2024-07-02,Promo_Q2
81792,1126,sent,2024-02-05,Promo_Q2
81793,1110,open,2025-01-16,Reactivation
81794,1449,open,2025-01-25,Welcome
81795,1142,open,2024-07-04,Welcome
81796,1634,click,2024-01-01,Promo_Q1
81797,1010,sent,2025-01-01,Promo_Q1
81798,1767,open,2024-02-10,Promo_Q2
81799,1017,sent,2024-05-08,Promo_Q2
81800,1715,sent,2024-05-23,Welcome
81801,1490,sent,2024-06-01,Welcome
81802,1527,click,2024-12-21,Webinar
81803,1003,sent,2024-02-15,Promo_Q1
81804,1242,open,2025-01-07,Welcome
81805,1187,click,2024-10-06,Welcome
81806,1794,sent,2024-07-20,Promo_Q2
81807,1615,click,2024-12-14,Reactivation
81808,1235,sent,2025-05-18,Promo_Q2
81809,1178,click,2024-11-09,Welcome
81810,1599,click,2024-03-31,Promo_Q1
81811,1317,open,2024-11-17,Reactivation
81812,1253,open,2024-09-18,Webinar
81813,1311,click,2025-06-26,Promo_Q2
81814,1192,sent,2024-12-08,Webinar
81815,1003,sent,2024-01-21,Promo_Q1
81816,1158,click,2024-03-10,Reactivation
81817,1186,open,2024-11-03,Promo_Q1
81818,1141,click,2025-04-03,Reactivation
81819,1051,sent,2024-02-25,Webinar
81820,1691,open,2024-11-22,Webinar
81821,1667,sent,2024-09-18,Promo_Q1
81822,1780,click,2024-07-28,Reactivation
81823,1425,open,2024-02-17,Webinar
81824,1375,click,2025-05-22,Reactivation
81825,1625,open,2025-03-16,Webinar
81826,1120,sent,2025-06-15,Welcome
81827,1601,click,2024-04-06,Webinar
81828,1618,open,2024-11-26,Welcome
81829,1370,click,2024-01-12,Promo_Q1
81830,1417,click,2024-04-12,Welcome
81831,1207,sent,2025-03-31,Promo_Q1
81832,1543,open,2024-06-14,Welcome
81833,1779,click,2024-04-23,Promo_Q1
81834,1164,click,2024-11-08,Webinar
81835,1633,open,2025-01-13,Promo_Q2
81836,1134,click,2024-12-18,Promo_Q2
81837,1635,click,2024-02-27,Promo_Q2
81838,1301,click,2025-06-20,Welcome
81839,1090,click,2024-04-12,Promo_Q2
81840,1072,open,2025-06-17,Promo_Q1
81841,1359,sent,2024-10-06,Welcome
81842,1549,click,2024-02-29,Welcome
81843,1101,open,2024-03-26,Webinar
81844,1624,sent,2024-09-05,Promo_Q1
81845,1030,unsubscribe,2025-07-29,Promo_Q1
81846,1550,open,2025-05-26,Webinar
81847,1719,sent,2025-07-19,Reactivation
81848,1166,sent,2024-09-19,Webinar
81849,1392,click,2025-01-27,Reactivation
81850,1521,click,2024-10-26,Promo_Q2
81851,1277,sent,2024-01-18,Promo_Q2
81852,1169,open,2024-03-22,Promo_Q2
81853,1275,sent,2024-06-13,Promo_Q2
81854,1249,click,2024-06-29,Webinar
81855,1512,open,2025-02-04,Promo_Q2
81856,1112,sent,2025-02-19,Webinar
81857,1592,open,2024-09-16,Promo_Q1
81858,1018,open,2024-08-06,Promo_Q1
81859,1460,open,2024-04-12,Welcome
81860,1080,open,2024-01-24,Promo_Q1
81861,1707,open,2024-12-03,Reactivation
81862,1199,sent,2024-07-19,Reactivation
81863,1116,click,2024-10-02,Promo_Q2
81864,1544,sent,2025-06-03,Welcome
81865,1223,click,2025-01-20,Webinar
81866,1462,sent,2025-03-25,Webinar
81867,1088,sent,2024-04-13,Webinar
81868,1432,open,2024-01-01,Promo_Q2
81869,1673,open,2024-03-19,Welcome
81870,1328,open,2025-03-19,Promo_Q1
81871,1103,open,2024-09-13,Promo_Q1
81872,1298,open,2024-05-03,Promo_Q2
81873,1675,open,2025-07-09,Reactivation
81874,1614,click,2024-10-07,Webinar
81875,1189,sent,2024-07-31,Reactivation
81876,1371,sent,2025-07-17,Promo_Q1
81877,1250,click,2024-03-18,Promo_Q2
81878,1226,sent,2024-12-11,Reactivation
81879,1124,click,2025-03-08,Promo_Q1
81880,1305,sent,2025-06-26,Promo_Q2
81881,1791,click,2025-04-26,Webinar
81882,1398,sent,2024-06-15,Welcome
81883,1278,open,2024-05-30,Promo_Q1
81884,1158,sent,2024-02-26,Welcome
81885,1003,open,2024-04-06,Promo_Q2
81886,1331,open,2025-02-25,Promo_Q1
81887,1010,click,2024-06-15,Webinar
81888,1579,sent,2024-09-11,Webinar
81889,1681,sent,2025-02-02,Promo_Q2
81890,1562,sent,2025-01-18,Welcome
81891,1639,sent,2025-04-02,Reactivation
81892,1197,sent,2024-02-03,Webinar
81893,1442,sent,2024-11-26,Welcome
81894,1015,sent,2025-05-29,Welcome
81895,1122,sent,2024-08-03,Promo_Q1
81896,1560,sent,2024-04-20,Reactivation
81897,1626,sent,2024-02-09,Promo_Q2
81898,1006,click,2025-06-26,Webinar
81899,1516,sent,2024-01-03,Reactivation
81900,1279,unsubscribe,2025-04-01,Welcome
81901,1685,sent,2024-06-01,Reactivation
81902,1056,sent,2024-05-19,Promo_Q1
81903,1015,sent,2024-03-31,Promo_Q1
81904,1388,click,2024-04-21,Welcome
81905,1091,unsubscribe,2024-10-23,Welcome
81906,1717,sent,2025-05-20,Promo_Q2
81907,1759,sent,2024-07-31,Webinar
81908,1494,click,2025-03-06,Webinar
81909,1239,click,2024-05-22,Reactivation
81910,1521,open,2025-06-05,Webinar
81911,1741,click,2025-06-11,Welcome
81912,1217,click,2024-03-03,Reactivation
81913,1185,click,2025-04-28,Webinar
81914,1195,sent,2025-02-08,Promo_Q2
81915,1039,sent,2024-08-15,Welcome
81916,1040,open,2025-04-26,Welcome
