interaction_id,customer_id,date,type,owner
71849,1337,2025-07-21,call,Rep_A
71850,1741,2025-02-21,email,Rep_D
71851,1214,2024-06-21,email,Rep_D
71852,1786,2024-12-15,email,Rep_C
71853,1291,2024-05-22,meeting,Rep_D
71854,1570,2024-12-18,call,Rep_B
71855,1371,2025-06-01,email,Rep_D
71856,1530,2024-11-17,email,Rep_A
71857,1692,2025-02-27,call,Rep_D
71858,1670,2024-09-18,email,Rep_B
71859,1768,2024-10-29,meeting,Rep_B
71860,1549,2025-02-05,email,Rep_D
71861,1296,2025-04-13,email,Rep_D
71862,1774,2025-01-15,email,Rep_D
71863,1591,2025-07-18,call,Rep_A
71864,1419,2025-04-18,email,Rep_A
71865,1666,2025-03-24,email,Rep_B
71866,1361,2025-05-02,meeting,Rep_D
71867,1158,2024-06-11,email,Rep_C
71868,1075,2024-09-06,email,Rep_B
71869,1372,2024-11-21,email,Rep_A
71870,1567,2024-09-23,chat,Rep_B
71871,1718,2025-05-03,call,Rep_A
71872,1727,2024-01-16,call,Rep_C
71873,1521,2024-04-30,email,Rep_D
71874,1106,2025-05-23,email,Rep_D
71875,1367,2024-02-04,call,Rep_D
71876,1402,2024-05-10,email,Rep_C
71877,1757,2024-07-21,email,Rep_C
71878,1103,2025-03-09,meeting,Rep_C
71879,1787,2024-11-19,email,Rep_C
71880,1325,2025-07-04,call,Rep_A
71881,1373,2024-05-11,email,Rep_B
71882,1338,2025-05-18,call,Rep_C
71883,1033,2024-06-12,email,Rep_A
71884,1108,2024-05-21,email,Rep_B
71885,1422,2024-10-14,call,Rep_B
71886,1269,2024-02-11,chat,Rep_C
71887,1073,2024-08-09,chat,Rep_C
71888,1181,2024-07-24,email,Rep_B
71889,1780,2024-04-02,email,Rep_B
71890,1152,2025-05-11,call,Rep_A
71891,1512,2024-08-10,email,Rep_C
71892,1068,2025-07-20,call,Rep_B
71893,1372,2025-06-03,email,Rep_B
71894,1348,2024-04-22,email,Rep_D
71895,1709,2024-10-18,call,Rep_C
71896,1032,2024-12-13,email,Rep_A
71897,1620,2025-04-17,call,Rep_A
71898,1079,2025-05-26,email,Rep_D
71899,1259,2024-12-26,meeting,Rep_C
71900,1497,2024-01-21,email,Rep_A
71901,1175,2024-10-04,email,Rep_D
71902,1367,2025-05-25,chat,Rep_A
71903,1015,2025-02-16,call,Rep_A
71904,1051,2025-05-17,chat,Rep_D
71905,1107,2025-01-23,call,Rep_B
71906,1722,2024-01-26,chat,Rep_B
71907,1469,2025-07-12,email,Rep_A
71908,1202,2025-06-13,email,Rep_C
71909,1789,2024-03-14,meeting,Rep_C
71910,1218,2024-03-06,meeting,Rep_C
71911,1041,2024-11-07,call,Rep_D
71912,1771,2025-03-12,call,Rep_A
71913,1385,2024-08-08,chat,Rep_D
71914,1715,2024-03-19,email,Rep_C
71915,1336,2024-10-21,call,Rep_D
71916,1611,2024-07-13,email,Rep_B
71917,1661,2024-07-21,email,Rep_C
71918,1105,2025-01-07,email,Rep_C
71919,1203,2025-05-25,meeting,Rep_B
71920,1510,2024-11-18,call,Rep_B
71921,1095,2025-01-31,chat,Rep_A
71922,1177,2025-01-15,email,Rep_D
71923,1065,2024-11-14,email,Rep_A
71924,1553,2024-06-28,email,Rep_A
71925,1224,2024-08-05,email,Rep_A
71926,1579,2024-07-01,email,Rep_A
71927,1380,2025-06-13,email,Rep_B
71928,1255,2025-04-21,email,Rep_B
71929,1298,2024-11-30,email,Rep_D
71930,1581,2025-06-10,email,Rep_D
71931,1171,2025-05-26,chat,Rep_D
71932,1613,2025-06-19,call,Rep_B
71933,1652,2024-05-07,meeting,Rep_C
71934,1718,2025-02-17,meeting,Rep_C
71935,1364,2024-12-17,email,Rep_D
71936,1073,2025-02-27,call,Rep_C
71937,1060,2024-05-31,call,Rep_A
71938,1455,2025-02-04,email,Rep_D
71939,1336,2024-08-24,meeting,Rep_C
71940,1668,2025-04-26,email,Rep_A
71941,1124,2025-04-03,email,Rep_A
71942,1455,2024-05-01,call,Rep_A
71943,1014,2024-04-16,call,Rep_A
71944,1416,2025-02-18,call,Rep_C
71945,1776,2024-11-13,email,Rep_B
71946,1027,2024-11-17,email,Rep_A
71947,1757,2025-03-10,email,Rep_D
71948,1050,2025-05-08,chat,Rep_C
71949,1187,2024-05-17,meeting,Rep_A
71950,1057,2024-11-16,call,Rep_D
71951,1771,2025-04-23,email,Rep_A
71952,1667,2025-05-18,email,Rep_B
71953,1034,2024-06-14,email,Rep_A
71954,1538,2024-03-01,email,Rep_B
71955,1762,2024-05-14,email,Rep_D
71956,1371,2025-06-29,call,Rep_C
71957,1086,2024-09-23,email,Rep_A
71958,1160,2024-08-29,call,Rep_B
71959,1425,2024-01-08,email,Rep_D
71960,1712,2024-01-30,email,Rep_A
71961,1106,2025-01-20,call,Rep_A
71962,1391,2024-12-06,email,Rep_A
71963,1512,2024-11-28,call,Rep_B
71964,1275,2024-03-04,call,Rep_C
71965,1289,2024-07-22,meeting,Rep_D
71966,1258,2025-04-13,email,Rep_B
71967,1220,2024-04-10,email,Rep_C
71968,1527,2025-05-24,email,Rep_D
71969,1533,2024-03-11,chat,Rep_B
71970,1059,2024-04-07,call,Rep_B
71971,1360,2024-10-02,email,Rep_C
71972,1594,2025-06-29,email,Rep_D
71973,1630,2024-07-09,email,Rep_C
71974,1113,2025-01-14,email,Rep_C
71975,1276,2024-12-05,call,Rep_B
71976,1257,2024-03-27,email,Rep_C
71977,1329,2024-05-23,email,Rep_A
71978,1777,2025-06-20,email,Rep_A
71979,1235,2024-04-16,email,Rep_A
71980,1051,2025-02-05,email,Rep_A
71981,1678,2025-07-10,email,Rep_D
71982,1743,2024-03-09,call,Rep_C
71983,1221,2024-08-18,call,Rep_C
71984,1783,2024-05-09,email,Rep_A
71985,1596,2024-05-07,email,Rep_D
71986,1230,2024-03-09,meeting,Rep_C
71987,1222,2025-01-09,email,Rep_A
71988,1666,2025-03-06,email,Rep_B
71989,1054,2025-01-25,email,Rep_C
71990,1631,2025-06-17,email,Rep_B
71991,1710,2024-03-25,email,Rep_C
71992,1273,2024-07-03,email,Rep_C
71993,1198,2024-07-17,email,Rep_C
71994,1128,2024-05-13,call,Rep_B
71995,1604,2024-03-23,email,Rep_D
71996,1009,2024-10-07,chat,Rep_B
71997,1227,2025-04-26,meeting,Rep_A
71998,1558,2025-07-04,call,Rep_D
71999,1134,2024-03-15,call,Rep_B
72000,1016,2025-04-19,email,Rep_B
72001,1215,2025-04-20,call,Rep_A
72002,1112,2024-08-12,chat,Rep_B
72003,1157,2024-03-04,email,Rep_D
72004,1425,2025-07-25,email,Rep_B
72005,1452,2025-01-13,email,Rep_D
72006,1318,2025-07-20,call,Rep_A
72007,1360,2024-10-06,email,Rep_D
72008,1376,2024-08-16,email,Rep_B
72009,1296,2024-05-22,call,Rep_A
72010,1198,2025-07-21,email,Rep_D
72011,1570,2024-05-26,call,Rep_D
72012,1398,2024-01-14,email,Rep_C
72013,1590,2024-10-22,email,Rep_C
72014,1242,2024-08-05,email,Rep_B
72015,1429,2024-05-30,call,Rep_C
72016,1611,2025-01-01,meeting,Rep_B
72017,1006,2024-07-29,email,Rep_A
72018,1791,2024-08-20,email,Rep_D
72019,1318,2024-01-14,meeting,Rep_A
72020,1212,2024-12-05,call,Rep_A
72021,1273,2024-03-11,email,Rep_C
72022,1084,2024-05-03,call,Rep_D
72023,1624,2025-02-17,meeting,Rep_A
72024,1710,2024-06-29,email,Rep_D
72025,1360,2024-04-04,email,Rep_D
72026,1381,2024-11-29,email,Rep_A
72027,1540,2024-05-03,call,Rep_D
72028,1141,2024-06-05,email,Rep_B
72029,1510,2024-12-24,meeting,Rep_D
72030,1173,2025-03-02,call,Rep_B
72031,1020,2025-03-02,call,Rep_B
72032,1629,2024-10-05,email,Rep_B
72033,1503,2024-09-19,chat,Rep_A
72034,1566,2025-03-30,email,Rep_B
72035,1227,2024-04-21,email,Rep_D
72036,1109,2024-03-28,chat,Rep_C
72037,1743,2025-01-18,meeting,Rep_C
72038,1320,2024-08-24,email,Rep_C
72039,1308,2025-02-13,email,Rep_B
72040,1741,2024-05-28,email,Rep_A
72041,1087,2024-07-06,chat,Rep_B
72042,1786,2025-06-01,meeting,Rep_C
72043,1228,2024-08-31,email,Rep_D
72044,1310,2024-12-06,call,Rep_B
72045,1379,2024-03-02,call,Rep_C
72046,1583,2024-04-13,email,Rep_D
72047,1740,2024-01-21,call,Rep_A
72048,1385,2024-09-01,email,Rep_D
72049,1113,2025-07-24,call,Rep_A
72050,1293,2025-05-19,email,Rep_D
72051,1305,2024-12-31,call,Rep_A
72052,1291,2025-05-11,email,Rep_A
72053,1105,2024-12-08,email,Rep_A
72054,1291,2024-07-31,email,Rep_B
72055,1477,2024-04-10,call,Rep_D
72056,1521,2025-01-11,email,Rep_A
72057,1677,2024-04-21,call,Rep_D
72058,1060,2024-08-28,email,Rep_B
72059,1312,2025-04-21,call,Rep_C
72060,1106,2024-03-15,email,Rep_C
72061,1623,2024-03-15,email,Rep_A
72062,1089,2024-05-09,email,Rep_B
72063,1268,2024-11-14,email,Rep_D
72064,1742,2024-05-25,call,Rep_A
72065,1583,2024-10-17,call,Rep_C
72066,1119,2024-06-23,email,Rep_B
72067,1445,2024-10-19,call,Rep_C
72068,1429,2024-06-09,email,Rep_B
72069,1351,2025-07-19,email,Rep_C
72070,1306,2024-10-11,email,Rep_A
72071,1615,2025-03-05,email,Rep_A
72072,1202,2025-02-08,call,Rep_A
72073,1023,2024-10-10,chat,Rep_C
72074,1090,2024-05-17,email,Rep_D
72075,1471,2024-10-21,call,Rep_C
72076,1093,2025-01-27,chat,Rep_C
72077,1776,2024-09-22,email,Rep_D
72078,1285,2024-02-17,email,Rep_A
72079,1683,2024-01-11,email,Rep_C
72080,1309,2024-07-08,call,Rep_C
72081,1733,2024-03-27,call,Rep_A
72082,1536,2025-06-06,call,Rep_C
72083,1376,2024-04-11,email,Rep_D
72084,1714,2024-08-15,call,Rep_B
72085,1499,2025-02-14,email,Rep_C
72086,1636,2025-04-15,chat,Rep_D
72087,1142,2024-10-02,email,Rep_A
72088,1052,2024-04-14,email,Rep_B
72089,1070,2024-06-05,chat,Rep_A
72090,1260,2024-08-29,meeting,Rep_A
72091,1698,2024-07-29,call,Rep_A
72092,1719,2024-07-20,email,Rep_B
72093,1293,2024-03-17,meeting,Rep_D
72094,1378,2025-06-10,call,Rep_D
72095,1039,2024-01-18,call,Rep_D
72096,1348,2024-09-10,chat,Rep_D
72097,1578,2025-07-19,email,Rep_B
72098,1525,2025-01-15,email,Rep_A
72099,1706,2024-07-24,call,Rep_C
72100,1506,2024-03-25,email,Rep_B
72101,1382,2025-07-10,email,Rep_A
72102,1425,2024-01-09,email,Rep_C
72103,1800,2025-01-28,call,Rep_A
72104,1436,2025-05-22,email,Rep_D
72105,1645,2024-01-15,email,Rep_B
72106,1707,2025-02-22,email,Rep_B
72107,1322,2025-07-30,email,Rep_C
72108,1590,2025-01-04,email,Rep_B
72109,1250,2024-08-27,email,Rep_A
72110,1744,2025-05-19,meeting,Rep_A
72111,1180,2024-11-15,email,Rep_C
72112,1689,2025-03-08,call,Rep_C
72113,1029,2024-12-05,call,Rep_C
72114,1496,2024-01-23,call,Rep_C
72115,1678,2024-05-02,email,Rep_D
72116,1326,2024-02-15,meeting,Rep_A
72117,1738,2024-03-02,email,Rep_A
72118,1648,2024-01-09,email,Rep_A
72119,1187,2024-08-31,email,Rep_A
72120,1055,2024-04-13,email,Rep_D
72121,1514,2025-05-08,email,Rep_C
72122,1410,2025-03-08,email,Rep_B
72123,1017,2024-11-26,email,Rep_A
72124,1571,2024-10-09,call,Rep_B
72125,1088,2024-05-27,chat,Rep_D
72126,1223,2024-10-01,email,Rep_D
72127,1784,2025-01-04,email,Rep_C
72128,1058,2025-03-27,call,Rep_D
72129,1704,2024-02-17,email,Rep_C
72130,1562,2025-02-12,email,Rep_B
72131,1725,2025-03-04,meeting,Rep_D
72132,1230,2024-11-18,meeting,Rep_C
72133,1154,2024-05-03,call,Rep_B
72134,1273,2024-11-07,email,Rep_A
72135,1046,2024-10-17,email,Rep_C
72136,1452,2024-10-01,email,Rep_C
72137,1306,2024-09-22,email,Rep_B
72138,1427,2024-03-04,email,Rep_B
72139,1118,2024-04-15,email,Rep_B
72140,1688,2024-02-26,email,Rep_B
72141,1580,2024-05-19,email,Rep_B
72142,1251,2024-06-01,chat,Rep_C
72143,1403,2024-05-21,meeting,Rep_B
72144,1742,2024-05-01,call,Rep_A
72145,1200,2025-02-28,email,Rep_B
72146,1146,2025-04-17,email,Rep_D
72147,1051,2024-07-07,call,Rep_C
72148,1368,2024-06-25,call,Rep_A
72149,1698,2025-05-02,call,Rep_C
72150,1320,2024-12-26,email,Rep_D
72151,1199,2024-06-18,call,Rep_B
72152,1441,2025-02-15,chat,Rep_C
72153,1145,2024-07-17,email,Rep_C
72154,1059,2024-12-04,email,Rep_B
72155,1707,2025-07-26,email,Rep_C
72156,1143,2024-06-23,call,Rep_C
72157,1223,2025-06-20,email,Rep_C
72158,1100,2024-07-04,meeting,Rep_D
72159,1026,2024-11-07,email,Rep_D
72160,1432,2024-09-22,meeting,Rep_D
72161,1526,2025-03-27,email,Rep_A
72162,1122,2024-02-05,email,Rep_C
72163,1465,2024-12-27,meeting,Rep_B
72164,1265,2025-03-14,meeting,Rep_B
72165,1007,2024-09-29,chat,Rep_C
72166,1731,2024-03-01,email,Rep_B
72167,1220,2024-05-21,email,Rep_A
72168,1695,2025-01-27,email,Rep_B
72169,1396,2025-05-31,email,Rep_D
72170,1457,2024-08-31,email,Rep_D
72171,1108,2024-11-19,email,Rep_D
72172,1492,2024-05-11,meeting,Rep_D
72173,1636,2024-08-25,email,Rep_B
72174,1682,2024-07-13,call,Rep_C
72175,1460,2025-01-13,call,Rep_A
72176,1769,2025-07-22,email,Rep_A
72177,1009,2025-04-14,chat,Rep_B
72178,1367,2024-04-20,email,Rep_B
72179,1792,2024-11-29,chat,Rep_D
72180,1125,2024-02-08,chat,Rep_C
72181,1162,2024-05-22,chat,Rep_D
72182,1036,2024-04-09,call,Rep_C
72183,1004,2024-07-12,email,Rep_D
72184,1413,2025-01-26,email,Rep_A
72185,1087,2024-10-15,call,Rep_C
72186,1483,2025-06-22,email,Rep_A
72187,1776,2024-05-02,meeting,Rep_D
72188,1603,2024-07-29,call,Rep_A
72189,1058,2024-07-09,email,Rep_B
72190,1140,2024-05-16,email,Rep_A
72191,1172,2025-07-27,email,Rep_A
72192,1260,2024-08-11,call,Rep_D
72193,1495,2025-06-26,email,Rep_A
72194,1025,2024-08-13,call,Rep_A
72195,1198,2024-04-27,call,Rep_B
72196,1579,2024-03-09,email,Rep_C
72197,1423,2025-05-08,call,Rep_C
72198,1118,2024-01-19,call,Rep_A
72199,1792,2025-07-10,email,Rep_C
72200,1006,2024-08-29,chat,Rep_C
72201,1097,2024-05-22,email,Rep_A
72202,1072,2024-12-22,email,Rep_D
72203,1432,2024-03-17,meeting,Rep_A
72204,1380,2024-02-11,email,Rep_C
72205,1770,2025-04-22,email,Rep_B
72206,1550,2024-09-02,call,Rep_C
72207,1056,2024-10-26,call,Rep_D
72208,1615,2024-04-11,email,Rep_A
72209,1103,2024-02-05,email,Rep_C
72210,1216,2024-07-31,email,Rep_C
72211,1021,2024-10-19,call,Rep_B
72212,1627,2025-03-17,call,Rep_D
72213,1210,2024-10-16,call,Rep_C
72214,1291,2025-03-27,call,Rep_C
72215,1715,2024-03-07,email,Rep_A
72216,1188,2024-02-06,email,Rep_D
72217,1151,2024-04-01,email,Rep_B
72218,1191,2025-03-21,email,Rep_C
72219,1407,2025-03-14,call,Rep_D
72220,1214,2024-03-22,call,Rep_D
72221,1554,2024-01-18,email,Rep_D
72222,1478,2025-01-30,meeting,Rep_D
72223,1194,2025-05-08,email,Rep_C
72224,1250,2025-03-11,email,Rep_D
72225,1593,2024-04-27,email,Rep_A
72226,1041,2024-12-02,email,Rep_A
72227,1370,2025-03-13,email,Rep_B
72228,1020,2024-05-27,meeting,Rep_B
72229,1009,2024-10-31,email,Rep_D
72230,1636,2024-06-30,chat,Rep_B
72231,1203,2024-05-10,email,Rep_D
72232,1590,2025-07-13,call,Rep_A
72233,1722,2025-06-10,meeting,Rep_A
72234,1018,2024-09-14,email,Rep_A
72235,1748,2024-03-19,email,Rep_A
72236,1319,2025-02-24,email,Rep_B
72237,1712,2024-05-27,chat,Rep_B
72238,1282,2024-04-07,call,Rep_D
72239,1476,2024-08-08,call,Rep_B
72240,1252,2024-11-01,call,Rep_A
72241,1340,2024-02-26,email,Rep_A
72242,1751,2024-11-25,email,Rep_D
72243,1462,2024-01-09,email,Rep_A
72244,1781,2025-05-29,email,Rep_A
72245,1631,2025-06-15,meeting,Rep_D
72246,1401,2025-02-26,call,Rep_D
72247,1371,2024-09-26,chat,Rep_C
72248,1282,2024-05-27,email,Rep_B
72249,1390,2025-03-05,email,Rep_B
72250,1337,2025-06-21,meeting,Rep_D
72251,1345,2024-04-01,email,Rep_C
72252,1519,2024-09-25,email,Rep_B
72253,1273,2024-06-30,email,Rep_A
72254,1253,2024-07-24,email,Rep_D
72255,1640,2024-08-22,chat,Rep_D
72256,1374,2025-07-03,email,Rep_B
72257,1604,2024-05-29,meeting,Rep_A
72258,1006,2024-10-11,meeting,Rep_A
72259,1414,2025-07-03,email,Rep_D
72260,1586,2024-10-01,call,Rep_D
72261,1498,2025-05-13,email,Rep_A
72262,1056,2024-02-03,email,Rep_D
72263,1398,2025-07-03,meeting,Rep_C
72264,1238,2024-04-18,email,Rep_B
72265,1490,2025-07-19,email,Rep_A
72266,1022,2024-04-11,email,Rep_B
72267,1441,2024-09-13,email,Rep_C
72268,1041,2024-06-27,email,Rep_D
72269,1778,2024-09-06,email,Rep_B
72270,1258,2024-05-24,email,Rep_B
72271,1451,2025-07-10,chat,Rep_D
72272,1048,2024-06-25,email,Rep_B
72273,1503,2025-01-11,email,Rep_B
72274,1139,2024-03-20,email,Rep_C
72275,1202,2025-04-20,call,Rep_B
72276,1652,2024-11-09,call,Rep_D
72277,1509,2025-07-19,chat,Rep_D
72278,1654,2024-09-01,call,Rep_D
72279,1286,2024-04-22,email,Rep_A
72280,1233,2024-07-18,email,Rep_C
72281,1316,2025-03-01,email,Rep_B
72282,1461,2025-01-15,call,Rep_B
72283,1670,2025-03-25,email,Rep_D
72284,1550,2024-02-12,call,Rep_D
72285,1587,2024-11-30,meeting,Rep_D
72286,1321,2025-06-21,call,Rep_D
72287,1175,2024-03-03,call,Rep_A
72288,1039,2024-02-24,call,Rep_C
72289,1433,2025-02-17,email,Rep_C
72290,1485,2024-06-30,email,Rep_A
72291,1585,2025-01-15,email,Rep_B
72292,1058,2024-11-10,email,Rep_B
72293,1496,2025-07-22,chat,Rep_C
72294,1601,2025-05-27,email,Rep_C
72295,1785,2025-01-26,call,Rep_B
72296,1134,2024-05-30,call,Rep_A
72297,1655,2024-05-31,call,Rep_A
72298,1509,2025-05-24,call,Rep_B
72299,1607,2024-12-03,email,Rep_A
72300,1156,2025-03-31,email,Rep_D
72301,1201,2024-09-16,chat,Rep_C
72302,1499,2024-02-29,email,Rep_B
72303,1402,2024-07-10,email,Rep_D
72304,1496,2024-04-02,email,Rep_D
72305,1488,2025-03-27,email,Rep_A
72306,1160,2025-02-08,email,Rep_A
72307,1211,2024-02-21,chat,Rep_C
72308,1453,2024-12-24,call,Rep_C
72309,1684,2025-05-19,meeting,Rep_B
72310,1070,2025-02-06,email,Rep_C
72311,1314,2024-10-21,email,Rep_D
72312,1431,2024-06-28,call,Rep_C
72313,1382,2025-05-26,meeting,Rep_D
72314,1657,2024-08-31,email,Rep_D
72315,1167,2025-05-08,meeting,Rep_B
72316,1391,2025-03-27,chat,Rep_A
72317,1319,2025-04-15,email,Rep_C
72318,1117,2025-07-25,email,Rep_B
72319,1697,2025-03-08,email,Rep_C
72320,1512,2024-01-20,chat,Rep_D
72321,1203,2024-04-28,email,Rep_C
72322,1162,2024-01-21,call,Rep_A
72323,1462,2024-04-19,call,Rep_C
72324,1700,2024-02-05,email,Rep_C
72325,1555,2024-10-16,call,Rep_D
72326,1201,2024-01-17,email,Rep_C
72327,1231,2024-09-29,meeting,Rep_A
72328,1516,2025-06-02,call,Rep_C
72329,1752,2025-03-07,meeting,Rep_D
72330,1206,2025-06-28,email,Rep_B
72331,1331,2024-05-10,email,Rep_D
72332,1606,2024-11-02,meeting,Rep_D
72333,1744,2024-07-02,email,Rep_D
72334,1347,2024-10-11,email,Rep_B
72335,1349,2024-11-17,email,Rep_A
72336,1160,2024-01-21,email,Rep_D
72337,1625,2024-05-14,email,Rep_D
72338,1252,2025-02-10,call,Rep_A
72339,1222,2025-03-21,call,Rep_A
72340,1606,2024-11-24,email,Rep_C
72341,1394,2024-06-05,chat,Rep_A
72342,1396,2024-08-21,email,Rep_B
72343,1167,2024-02-25,email,Rep_D
72344,1452,2025-07-03,email,Rep_D
72345,1138,2025-05-16,meeting,Rep_B
72346,1210,2024-02-07,chat,Rep_C
72347,1768,2024-04-06,email,Rep_D
72348,1585,2024-12-01,email,Rep_D
72349,1214,2024-05-14,email,Rep_C
72350,1778,2025-06-23,meeting,Rep_C
72351,1360,2025-03-11,call,Rep_C
72352,1663,2024-06-06,meeting,Rep_B
72353,1235,2024-01-04,email,Rep_B
72354,1728,2025-04-06,email,Rep_A
72355,1397,2024-09-01,call,Rep_C
72356,1304,2025-01-05,meeting,Rep_B
72357,1109,2024-06-14,email,Rep_B
72358,1390,2024-03-23,email,Rep_A
72359,1120,2025-01-24,chat,Rep_B
72360,1610,2024-09-16,email,Rep_D
72361,1210,2024-05-15,email,Rep_B
72362,1427,2024-03-20,email,Rep_C
72363,1544,2024-11-30,email,Rep_A
72364,1330,2025-02-22,email,Rep_C
72365,1226,2024-06-12,call,Rep_C
72366,1727,2025-02-28,email,Rep_A
72367,1635,2024-04-15,email,Rep_D
72368,1147,2024-07-14,call,Rep_A
72369,1340,2025-03-05,chat,Rep_D
72370,1564,2025-01-15,call,Rep_D
72371,1180,2024-06-05,meeting,Rep_C
72372,1290,2024-03-11,chat,Rep_C
72373,1187,2024-01-25,meeting,Rep_C
72374,1486,2025-04-28,chat,Rep_C
72375,1337,2024-02-13,call,Rep_A
72376,1108,2024-03-07,call,Rep_B
72377,1126,2024-05-17,call,Rep_A
72378,1773,2024-09-14,chat,Rep_B
72379,1706,2025-03-31,call,Rep_A
72380,1034,2024-05-22,call,Rep_C
72381,1438,2024-11-09,email,Rep_B
72382,1276,2024-02-22,chat,Rep_A
72383,1494,2024-09-25,email,Rep_A
72384,1182,2024-04-12,email,Rep_D
72385,1239,2024-05-01,call,Rep_A
72386,1348,2024-07-30,email,Rep_C
72387,1146,2025-03-15,email,Rep_A
72388,1044,2025-03-05,email,Rep_A
72389,1499,2024-08-27,email,Rep_C
72390,1295,2024-03-09,email,Rep_B
72391,1771,2024-06-10,call,Rep_B
72392,1531,2024-10-18,meeting,Rep_C
72393,1727,2025-05-16,email,Rep_B
72394,1211,2025-07-12,call,Rep_D
72395,1402,2025-01-02,meeting,Rep_A
72396,1231,2024-07-21,email,Rep_A
72397,1339,2025-02-04,call,Rep_B
72398,1005,2024-07-13,email,Rep_B
72399,1311,2024-12-26,call,Rep_B
72400,1781,2024-05-20,email,Rep_C
72401,1162,2024-06-03,chat,Rep_D
72402,1216,2024-02-13,email,Rep_D
72403,1786,2024-08-30,email,Rep_B
72404,1612,2024-12-22,email,Rep_C
72405,1171,2025-03-31,call,Rep_B
72406,1252,2025-04-12,email,Rep_C
72407,1681,2025-07-26,email,Rep_C
72408,1038,2024-02-20,email,Rep_A
72409,1228,2024-10-11,email,Rep_B
72410,1637,2024-10-27,call,Rep_A
72411,1278,2025-04-09,email,Rep_A
72412,1285,2024-06-02,call,Rep_D
72413,1510,2024-02-10,email,Rep_C
72414,1649,2024-06-30,email,Rep_C
72415,1366,2025-07-21,email,Rep_C
72416,1620,2025-06-02,meeting,Rep_C
72417,1068,2024-08-16,call,Rep_A
72418,1104,2025-05-20,email,Rep_C
72419,1401,2024-01-19,call,Rep_D
72420,1246,2024-06-30,meeting,Rep_D
72421,1677,2025-02-23,email,Rep_A
72422,1192,2024-05-07,call,Rep_A
72423,1707,2024-04-24,email,Rep_B
72424,1644,2025-05-12,email,Rep_B
72425,1296,2024-12-21,email,Rep_C
72426,1144,2025-07-24,call,Rep_A
72427,1731,2024-03-18,email,Rep_A
72428,1026,2024-07-24,email,Rep_D
72429,1251,2024-06-28,email,Rep_D
72430,1607,2025-05-22,email,Rep_D
72431,1712,2024-05-27,email,Rep_A
72432,1615,2024-07-22,call,Rep_B
72433,1193,2024-03-23,email,Rep_A
72434,1381,2025-03-23,meeting,Rep_A
72435,1002,2024-05-17,email,Rep_A
72436,1759,2024-02-09,call,Rep_B
72437,1603,2024-09-08,email,Rep_D
72438,1045,2024-08-13,call,Rep_C
72439,1003,2024-04-12,meeting,Rep_C
72440,1449,2024-03-18,email,Rep_C
72441,1576,2025-06-01,call,Rep_B
72442,1135,2024-02-09,email,Rep_B
72443,1291,2024-02-27,email,Rep_C
72444,1278,2024-05-21,chat,Rep_C
72445,1176,2025-07-03,email,Rep_B
72446,1282,2024-02-19,email,Rep_C
72447,1120,2025-04-15,email,Rep_A
72448,1774,2025-05-29,email,Rep_D
72449,1174,2024-08-06,chat,Rep_B
72450,1439,2024-06-18,email,Rep_D
72451,1459,2025-01-25,email,Rep_C
72452,1630,2025-02-09,email,Rep_C
72453,1341,2025-03-26,email,Rep_B
72454,1697,2025-04-24,call,Rep_B
72455,1755,2024-06-03,call,Rep_A
72456,1726,2025-01-31,email,Rep_B
72457,1121,2024-03-18,meeting,Rep_D
72458,1575,2024-10-21,email,Rep_B
72459,1661,2024-12-19,email,Rep_A
72460,1493,2024-04-03,chat,Rep_D
72461,1276,2024-02-14,call,Rep_C
72462,1029,2024-04-22,meeting,Rep_B
72463,1737,2024-08-30,call,Rep_C
72464,1685,2025-05-27,email,Rep_A
72465,1244,2024-11-02,call,Rep_B
72466,1321,2025-03-07,email,Rep_A
72467,1643,2024-04-10,call,Rep_C
72468,1352,2024-03-02,email,Rep_D
72469,1532,2024-05-18,chat,Rep_A
72470,1081,2024-06-30,call,Rep_B
72471,1293,2024-11-12,email,Rep_B
72472,1294,2025-05-23,email,Rep_C
72473,1497,2024-09-02,email,Rep_C
72474,1458,2024-10-26,call,Rep_C
72475,1747,2024-01-03,email,Rep_C
72476,1733,2024-01-20,email,Rep_B
72477,1682,2024-02-18,chat,Rep_B
72478,1558,2025-02-07,chat,Rep_B
72479,1060,2024-10-07,chat,Rep_A
72480,1608,2024-04-21,email,Rep_D
72481,1781,2024-12-07,call,Rep_D
72482,1543,2024-11-10,chat,Rep_D
72483,1380,2024-02-21,call,Rep_A
72484,1324,2025-01-04,email,Rep_C
72485,1628,2025-03-18,meeting,Rep_C
72486,1062,2024-06-14,meeting,Rep_C
72487,1146,2025-01-31,call,Rep_B
72488,1362,2024-04-25,email,Rep_A
72489,1053,2025-03-12,email,Rep_D
72490,1402,2025-06-10,call,Rep_C
72491,1563,2024-09-11,email,Rep_D
72492,1681,2024-05-21,call,Rep_C
72493,1707,2024-08-18,email,Rep_D
72494,1449,2024-05-24,email,Rep_B
72495,1083,2024-01-01,email,Rep_A
72496,1379,2025-01-10,email,Rep_C
72497,1646,2024-01-25,call,Rep_C
72498,1458,2024-05-01,email,Rep_C
72499,1780,2025-02-20,call,Rep_C
72500,1081,2025-01-19,call,Rep_A
72501,1731,2024-02-12,email,Rep_A
72502,1514,2025-01-15,chat,Rep_C
72503,1309,2025-06-20,call,Rep_D
72504,1763,2024-02-12,call,Rep_B
