order_id,customer_id,order_date,amount,product_category
51240,1612,2024-04-19,211.67,Software
51241,1281,2024-10-27,611.51,Software
51242,1257,2024-09-27,101.24,Training
51243,1094,2024-02-10,320.65,Software
51244,1324,2025-04-17,358.34,Hardware
51245,1791,2024-07-12,452.11,Hardware
51246,1739,2024-11-27,205.99,Software
51247,1362,2024-10-24,315.24,Training
51248,1662,2024-10-23,211.76,Hardware
51249,1351,2024-03-02,263.73,Service
51250,1062,2024-09-01,364.66,Software
51251,1641,2024-09-18,864.24,Service
51252,1187,2025-02-27,171.51,Software
51253,1580,2025-04-29,351.32,Software
51254,1542,2024-11-10,325.6,Hardware
51255,1304,2024-02-20,65.36,Hardware
51256,1787,2024-05-16,352.7,Software
51257,1639,2024-04-05,54.41,Hardware
51258,1436,2024-03-12,791.81,Hardware
51259,1213,2024-07-30,439.46,Software
51260,1406,2024-05-12,67.09,Software
51261,1134,2024-05-05,372.39,Software
51262,1219,2024-02-01,368.49,Hardware
51263,1421,2024-01-11,443.74,Hardware
51264,1319,2024-02-29,348.42,Software
51265,1157,2024-04-09,304.41,Service
51266,1188,2024-09-05,67.18,Hardware
51267,1476,2024-10-21,900.83,Hardware
51268,1162,2024-03-22,353.23,Software
51269,1129,2024-09-02,493.88,Service
51270,1304,2024-07-16,220.08,Hardware
51271,1089,2024-04-15,261.71,Software
51272,1162,2024-01-04,308.52,Software
51273,1036,2024-09-26,260.6,Hardware
51274,1227,2025-01-30,276.34,Software
51275,1151,2024-05-10,112.44,Hardware
51276,1593,2024-03-17,322.89,Software
51277,1047,2025-05-26,106.82,Software
51278,1716,2024-06-07,107.22,Software
51279,1660,2024-05-09,34.84,Software
51280,1231,2025-05-09,649.96,Software
51281,1539,2025-04-16,338.15,Service
51282,1701,2024-09-15,316.3,Software
51283,1165,2024-10-09,199.25,Training
51284,1724,2024-05-05,584.27,Service
51285,1587,2024-02-15,409.12,Service
51286,1604,2024-11-26,90.98,Software
51287,1574,2024-02-26,106.03,Service
51288,1066,2024-09-16,167.64,Service
51289,1080,2025-06-26,170.58,Software
51290,1140,2025-07-03,38.85,Hardware
51291,1400,2024-05-18,530.23,Software
51292,1130,2024-12-26,657.5,Software
51293,1766,2024-09-30,230.38,Service
51294,1446,2025-05-20,264.4,Service
51295,1029,2024-06-05,210.68,Software
51296,1202,2024-01-03,595.69,Hardware
51297,1237,2024-04-03,274.83,Service
51298,1599,2024-07-20,850.65,Service
51299,1608,2024-07-01,301.22,Software
51300,1799,2025-04-01,225.93,Training
51301,1339,2025-01-27,380.57,Software
51302,1399,2024-06-21,813.18,Service
51303,1439,2024-09-21,289.56,Software
51304,1289,2024-02-25,593.33,Hardware
51305,1252,2025-06-02,520.13,Software
51306,1692,2025-06-23,67.62,Software
51307,1100,2025-07-19,231.58,Hardware
51308,1585,2025-05-16,84.27,Software
51309,1422,2024-04-10,148.12,Software
51310,1643,2024-01-27,467.37,Service
51311,1694,2024-11-30,328.89,Hardware
51312,1706,2025-06-10,216.44,Software
51313,1018,2024-04-12,385.09,Software
51314,1471,2024-01-05,152.84,Training
51315,1638,2025-04-09,106.89,Service
51316,1723,2024-02-14,48.28,Software
51317,1007,2024-08-26,634.55,Hardware
51318,1419,2025-01-26,575.62,Service
51319,1380,2024-05-16,295.07,Software
51320,1508,2024-02-18,547.99,Software
51321,1114,2025-03-20,707.7,Software
51322,1511,2024-12-29,624.55,Hardware
51323,1596,2025-07-24,204.06,Software
51324,1614,2024-07-17,453.81,Software
51325,1469,2024-02-05,508.45,Hardware
51326,1093,2025-02-27,83.7,Software
51327,1492,2024-10-28,520.71,Service
51328,1102,2024-05-03,143.33,Software
51329,1493,2025-03-27,546.44,Service
51330,1763,2024-04-27,421.61,Software
51331,1536,2024-05-30,390.8,Software
51332,1485,2024-02-23,217.67,Service
51333,1479,2024-08-18,209.33,Service
51334,1167,2024-08-29,1443.73,Service
51335,1140,2024-10-23,198.93,Service
51336,1094,2025-02-13,116.04,Service
51337,1181,2025-06-06,231.18,Service
51338,1576,2024-03-20,152.36,Service
51339,1004,2024-02-01,310.16,Service
51340,1606,2024-01-11,167.12,Service
51341,1389,2024-03-23,106.46,Service
51342,1272,2025-01-14,438.0,Software
51343,1795,2025-02-23,317.0,Software
51344,1132,2025-03-29,151.32,Software
51345,1584,2024-05-20,699.54,Training
51346,1593,2024-06-25,242.7,Hardware
51347,1512,2024-10-05,1118.97,Service
51348,1686,2024-02-06,116.58,Software
51349,1052,2024-12-18,409.12,Software
51350,1290,2025-07-21,180.2,Hardware
51351,1446,2024-07-27,361.78,Hardware
51352,1237,2025-03-10,484.88,Software
51353,1789,2024-10-15,526.59,Hardware
51354,1491,2024-03-14,330.09,Software
51355,1280,2024-12-01,592.24,Software
51356,1044,2024-06-22,485.77,Hardware
51357,1766,2024-01-20,873.4,Service
51358,1359,2025-01-01,1118.78,Hardware
51359,1646,2025-05-10,181.92,Software
51360,1568,2024-07-17,420.0,Software
51361,1526,2024-08-13,55.01,Software
51362,1690,2025-05-29,206.39,Software
51363,1462,2025-04-14,204.79,Service
51364,1101,2025-02-16,389.39,Software
51365,1692,2024-05-23,766.21,Software
51366,1461,2025-06-09,453.49,Software
51367,1769,2024-03-30,112.0,Hardware
51368,1268,2024-12-27,322.76,Service
51369,1362,2024-01-17,547.09,Service
51370,1408,2025-01-06,307.74,Software
51371,1037,2024-06-08,308.31,Software
51372,1468,2024-09-16,175.22,Software
51373,1716,2024-07-18,80.68,Software
51374,1259,2024-04-09,623.83,Software
51375,1509,2024-12-24,32.99,Software
51376,1667,2025-05-23,251.07,Service
51377,1750,2025-07-07,291.24,Training
51378,1309,2024-04-20,577.48,Software
51379,1612,2025-02-17,930.64,Hardware
51380,1273,2025-01-18,602.5,Software
51381,1625,2024-07-17,491.28,Service
51382,1110,2024-01-12,187.44,Service
51383,1655,2025-02-02,173.41,Training
51384,1679,2025-06-29,214.52,Software
51385,1260,2024-12-30,376.6,Software
51386,1657,2024-09-08,646.77,Software
51387,1742,2024-10-30,418.21,Software
51388,1268,2024-04-25,808.89,Training
51389,1032,2025-03-09,393.2,Hardware
51390,1731,2025-03-06,214.57,Hardware
51391,1177,2024-03-24,120.11,Service
51392,1104,2025-05-21,330.43,Hardware
51393,1236,2024-06-04,192.6,Software
51394,1093,2025-07-20,423.7,Software
51395,1201,2024-08-08,461.02,Hardware
51396,1743,2024-04-12,81.72,Software
51397,1767,2024-07-21,765.06,Software
51398,1597,2024-09-10,136.9,Software
51399,1035,2024-02-09,244.79,Service
51400,1117,2024-11-29,277.58,Service
51401,1688,2024-12-10,159.29,Software
51402,1458,2025-03-02,107.37,Hardware
51403,1471,2024-01-17,354.57,Hardware
51404,1788,2024-11-08,780.79,Training
51405,1399,2024-01-31,280.74,Service
51406,1597,2025-02-08,112.08,Hardware
51407,1117,2024-02-02,161.14,Hardware
51408,1362,2025-06-10,283.82,Software
51409,1204,2025-02-09,275.45,Software
51410,1146,2024-10-19,282.03,Service
51411,1444,2024-09-11,191.99,Software
51412,1727,2024-03-16,530.64,Software
51413,1617,2024-06-16,1343.84,Service
51414,1297,2025-05-16,368.42,Software
51415,1581,2025-06-05,362.62,Software
51416,1487,2024-01-01,412.05,Service
51417,1767,2024-12-08,541.31,Hardware
51418,1231,2025-02-19,38.01,Hardware
51419,1203,2024-12-23,317.75,Service
51420,1362,2024-02-17,37.32,Service
51421,1395,2024-05-05,676.09,Software
51422,1248,2024-05-24,137.15,Software
51423,1440,2025-04-24,112.37,Software
51424,1396,2024-09-24,797.13,Hardware
51425,1761,2024-10-07,637.74,Service
51426,1656,2025-06-23,178.57,Hardware
51427,1795,2025-01-02,177.34,Hardware
51428,1356,2025-06-02,193.94,Software
51429,1401,2024-09-20,205.78,Service
51430,1241,2024-03-27,712.17,Software
51431,1341,2025-06-20,132.67,Software
51432,1229,2024-09-21,313.9,Service
51433,1543,2024-04-14,866.84,Training
51434,1621,2024-06-23,229.9,Hardware
51435,1539,2024-01-30,1144.13,Training
51436,1672,2024-09-27,148.84,Software
51437,1529,2025-05-07,80.67,Software
51438,1267,2025-06-22,122.95,Software
51439,1129,2025-06-22,334.6,Software
51440,1220,2024-03-13,108.33,Software
51441,1082,2024-08-08,743.71,Service
51442,1561,2024-01-17,237.06,Service
51443,1553,2025-05-08,305.49,Training
51444,1020,2024-07-26,31.07,Training
51445,1327,2024-12-30,264.06,Software
51446,1037,2025-02-16,294.08,Hardware
51447,1382,2024-09-05,93.99,Service
51448,1039,2024-06-25,383.35,Service
51449,1109,2025-07-09,351.58,Hardware
51450,1429,2025-07-10,191.4,Software
51451,1064,2024-06-16,106.97,Hardware
51452,1175,2024-10-03,845.28,Service
51453,1791,2025-07-15,300.24,Hardware
51454,1032,2024-01-03,282.09,Training
51455,1721,2024-08-26,358.51,Service
51456,1531,2024-02-27,220.71,Software
51457,1106,2024-10-20,400.99,Software
51458,1482,2024-01-15,280.74,Software
51459,1206,2024-08-22,160.99,Software
51460,1247,2024-05-07,1498.88,Hardware
51461,1679,2024-11-03,207.86,Software
51462,1089,2025-07-28,138.22,Training
51463,1316,2025-04-06,163.97,Hardware
51464,1011,2025-05-02,207.43,Software
51465,1049,2025-01-01,189.15,Service
51466,1573,2024-01-24,348.47,Service
51467,1171,2024-04-29,318.58,Service
51468,1143,2025-06-17,779.55,Service
51469,1207,2024-07-30,287.92,Software
51470,1463,2024-02-29,157.83,Service
51471,1509,2025-02-09,619.06,Service
51472,1201,2024-06-21,113.55,Hardware
51473,1005,2024-06-04,117.14,Hardware
51474,1211,2025-07-29,241.02,Software
51475,1029,2025-05-10,218.28,Software
51476,1190,2024-08-23,46.84,Hardware
51477,1188,2025-07-19,656.63,Training
51478,1767,2025-01-10,60.47,Software
51479,1150,2025-03-04,60.25,Software
51480,1525,2024-01-19,100.38,Software
51481,1366,2024-03-11,96.91,Software
51482,1157,2024-12-31,390.85,Software
51483,1080,2025-06-02,217.12,Software
51484,1273,2024-12-25,100.58,Service
51485,1660,2024-03-18,576.78,Software
51486,1718,2024-03-07,657.86,Software
51487,1626,2025-05-02,181.63,Software
51488,1518,2024-03-21,401.36,Hardware
51489,1790,2024-10-27,38.11,Service
51490,1232,2024-01-22,631.27,Training
51491,1649,2024-02-16,495.39,Service
51492,1160,2025-01-22,81.51,Software
51493,1344,2025-02-01,742.65,Software
51494,1289,2024-07-16,429.15,Service
51495,1205,2024-05-04,55.05,Service
51496,1305,2025-04-14,148.08,Service
51497,1360,2024-05-05,289.23,Hardware
51498,1670,2024-11-08,169.04,Hardware
51499,1400,2025-07-12,304.72,Software
51500,1449,2024-03-26,499.21,Hardware
51501,1106,2025-06-26,417.84,Service
51502,1082,2024-04-15,423.15,Software
51503,1342,2024-11-23,781.73,Service
51504,1782,2024-08-05,177.32,Service
51505,1421,2025-07-10,55.49,Software
51506,1049,2024-06-06,382.46,Software
51507,1206,2024-08-18,746.54,Software
51508,1218,2025-07-21,379.18,Software
51509,1676,2024-11-05,114.1,Software
51510,1436,2024-10-17,365.35,Software
51511,1791,2024-05-28,282.47,Software
51512,1322,2025-02-08,339.35,Software
51513,1231,2024-01-09,130.93,Hardware
51514,1711,2024-01-29,184.74,Software
51515,1487,2024-12-11,299.98,Software
51516,1429,2024-07-16,567.03,Software
51517,1726,2025-07-04,235.76,Hardware
51518,1284,2025-06-05,530.31,Software
51519,1486,2025-02-15,156.53,Software
51520,1276,2025-04-17,1232.1,Software
51521,1433,2025-01-20,162.67,Training
51522,1185,2024-03-13,183.13,Service
51523,1722,2025-03-17,385.74,Software
51524,1633,2024-05-01,362.45,Software
51525,1216,2024-07-05,569.76,Software
51526,1097,2025-04-17,382.67,Software
51527,1119,2024-11-05,197.29,Hardware
51528,1365,2025-05-11,553.23,Service
51529,1794,2024-05-02,150.6,Service
51530,1403,2024-12-16,353.88,Software
51531,1618,2024-02-18,73.08,Service
51532,1397,2025-01-06,904.08,Software
51533,1458,2025-03-15,495.4,Software
51534,1318,2024-12-03,383.38,Service
51535,1382,2024-06-02,211.84,Software
51536,1142,2024-01-19,237.94,Service
51537,1457,2024-03-09,64.16,Hardware
51538,1501,2024-12-25,479.96,Software
51539,1323,2025-06-23,141.58,Hardware
51540,1268,2024-04-29,935.15,Software
51541,1487,2025-02-28,101.13,Software
51542,1679,2025-05-14,177.77,Service
51543,1160,2024-10-27,222.74,Service
51544,1743,2025-01-21,321.56,Software
51545,1014,2025-04-15,293.91,Hardware
51546,1705,2024-05-30,453.28,Training
51547,1155,2024-06-20,666.16,Software
51548,1101,2024-01-01,132.39,Hardware
51549,1572,2025-07-09,59.68,Service
51550,1043,2025-06-13,754.03,Training
51551,1193,2025-03-17,443.12,Software
51552,1311,2024-02-15,154.17,Hardware
51553,1621,2024-09-15,60.88,Software
51554,1605,2024-02-28,279.96,Hardware
51555,1728,2024-01-10,493.77,Service
51556,1465,2024-12-21,112.18,Software
51557,1163,2025-07-08,347.91,Software
51558,1351,2025-06-04,213.4,Hardware
51559,1234,2025-02-06,189.14,Service
51560,1403,2024-02-25,542.78,Software
51561,1351,2024-06-07,73.83,Software
51562,1167,2024-07-03,421.69,Hardware
51563,1148,2025-03-16,328.89,Software
51564,1028,2025-04-07,339.75,Software
51565,1259,2024-08-10,241.82,Training
51566,1598,2024-08-29,191.3,Software
51567,1620,2024-01-26,168.24,Software
51568,1442,2024-06-15,622.2,Software
51569,1629,2024-09-17,245.68,Hardware
51570,1527,2024-03-08,203.47,Software
51571,1211,2024-09-18,375.77,Service
51572,1543,2025-05-07,745.96,Hardware
51573,1445,2024-12-01,368.89,Software
51574,1794,2024-02-15,309.6,Hardware
51575,1453,2024-04-20,270.65,Software
51576,1697,2024-09-30,482.97,Service
51577,1404,2024-07-27,218.3,Software
51578,1066,2024-07-25,517.45,Service
51579,1405,2024-11-01,564.55,Software
51580,1575,2024-12-03,52.3,Software
51581,1435,2025-04-04,517.19,Training
51582,1228,2024-07-15,574.85,Software
51583,1476,2025-04-09,228.09,Hardware
51584,1468,2024-07-14,72.74,Software
51585,1101,2024-02-01,285.1,Software
51586,1423,2024-11-15,305.82,Hardware
51587,1356,2024-12-05,200.89,Software
51588,1139,2025-06-23,116.24,Hardware
51589,1631,2025-02-22,174.43,Service
51590,1569,2025-06-13,491.12,Software
51591,1131,2025-06-08,256.52,Service
51592,1549,2024-12-14,127.72,Software
51593,1468,2024-10-31,639.75,Software
51594,1480,2024-11-17,506.06,Hardware
51595,1111,2025-07-18,313.79,Software
51596,1153,2025-03-22,83.19,Software
51597,1762,2024-03-02,658.06,Hardware
51598,1242,2025-03-25,905.35,Hardware
51599,1720,2024-04-08,480.53,Service
51600,1682,2024-09-15,426.31,Service
51601,1769,2024-05-01,482.87,Service
51602,1279,2025-02-01,933.96,Service
51603,1363,2025-05-21,495.01,Software
51604,1625,2024-06-16,182.32,Training
51605,1408,2024-02-17,233.81,Software
51606,1175,2024-06-21,262.89,Service
51607,1601,2025-01-22,324.16,Hardware
51608,1135,2024-07-08,579.59,Service
51609,1506,2024-06-09,203.0,Hardware
51610,1294,2024-04-16,148.42,Software
51611,1495,2024-10-14,616.66,Software
51612,1419,2024-06-08,271.69,Hardware
51613,1206,2025-02-25,50.69,Software
51614,1318,2024-02-14,414.35,Hardware
51615,1073,2025-01-18,103.44,Software
51616,1259,2024-05-17,385.33,Hardware
51617,1358,2024-10-09,195.71,Service
51618,1148,2024-06-14,79.57,Software
51619,1225,2025-02-21,256.83,Service
51620,1105,2025-06-29,454.14,Service
51621,1556,2025-06-13,531.13,Software
51622,1356,2024-12-02,78.09,Service
51623,1538,2024-09-23,150.98,Service
51624,1261,2025-04-17,471.12,Software
51625,1571,2025-01-29,191.95,Hardware
51626,1573,2024-04-15,136.77,Software
51627,1070,2025-04-18,424.0,Software
51628,1447,2024-09-04,152.12,Service
51629,1447,2024-04-19,80.49,Service
51630,1783,2024-06-11,221.18,Training
51631,1257,2024-06-03,273.14,Software
51632,1637,2024-10-26,149.93,Software
51633,1531,2024-05-15,52.28,Software
51634,1119,2024-03-12,281.73,Hardware
51635,1066,2024-03-12,533.23,Software
51636,1245,2024-12-02,234.18,Hardware
51637,1057,2025-02-27,93.36,Software
51638,1044,2024-07-04,205.87,Hardware
51639,1524,2024-01-20,462.68,Service
51640,1424,2024-03-14,111.13,Training
51641,1748,2025-06-11,262.92,Software
51642,1536,2024-10-11,325.0,Service
51643,1395,2024-09-18,226.51,Hardware
51644,1450,2024-01-22,115.37,Service
51645,1257,2025-02-24,116.55,Software
51646,1796,2024-10-31,332.45,Training
51647,1361,2024-04-26,96.65,Software
51648,1763,2024-03-04,78.18,Software
51649,1606,2024-08-09,414.23,Service
51650,1380,2025-04-28,480.17,Service
51651,1443,2025-05-14,206.6,Hardware
51652,1534,2024-12-13,728.58,Software
51653,1474,2025-02-23,176.65,Software
51654,1157,2024-03-07,305.75,Service
51655,1089,2024-12-05,544.27,Software
51656,1202,2025-01-19,202.36,Training
51657,1462,2024-04-25,632.05,Hardware
51658,1481,2025-05-22,556.67,Service
51659,1709,2024-04-22,485.3,Software
51660,1557,2024-06-29,118.08,Training
51661,1454,2024-12-24,561.6,Software
51662,1470,2025-01-03,465.57,Software
51663,1380,2025-02-07,242.25,Software
51664,1401,2024-03-05,133.39,Software
51665,1079,2025-05-05,487.43,Hardware
51666,1551,2024-11-03,561.12,Service
51667,1796,2024-09-28,231.77,Training
51668,1386,2025-07-20,401.19,Software
51669,1667,2025-03-03,442.56,Service
51670,1661,2024-03-09,98.26,Training
51671,1343,2025-03-12,556.32,Hardware
51672,1445,2024-02-24,624.77,Hardware
51673,1052,2024-01-16,115.15,Software
51674,1251,2024-08-20,142.54,Hardware
51675,1659,2025-07-27,314.36,Software
51676,1329,2024-04-10,607.88,Service
51677,1494,2025-01-23,659.44,Service
51678,1350,2024-04-10,106.02,Service
51679,1770,2025-02-22,352.93,Hardware
51680,1785,2024-10-18,143.5,Service
51681,1459,2025-01-27,83.55,Software
51682,1498,2024-04-27,374.96,Service
51683,1125,2025-03-06,330.72,Service
51684,1204,2025-07-28,447.33,Software
51685,1768,2025-01-19,590.67,Software
51686,1643,2024-10-11,796.37,Software
51687,1021,2025-06-16,557.46,Software
51688,1590,2024-01-10,305.68,Training
51689,1563,2025-02-25,370.58,Software
51690,1362,2025-05-27,189.1,Service
51691,1361,2024-02-05,933.05,Hardware
51692,1778,2024-09-16,354.5,Software
51693,1116,2024-04-28,486.81,Training
51694,1055,2024-11-22,210.5,Software
51695,1292,2025-01-09,603.39,Hardware
51696,1051,2024-06-23,471.18,Software
51697,1785,2024-09-22,431.93,Software
51698,1254,2024-06-10,287.03,Software
51699,1492,2024-08-01,168.6,Software
51700,1573,2024-04-02,612.74,Hardware
51701,1225,2025-05-25,445.32,Software
51702,1469,2024-01-06,76.99,Service
51703,1103,2025-05-24,801.6,Software
51704,1048,2024-11-25,406.21,Hardware
51705,1737,2024-07-10,364.54,Hardware
51706,1342,2025-02-21,243.71,Service
51707,1233,2024-10-19,125.78,Software
51708,1582,2024-10-14,419.5,Service
51709,1559,2024-03-04,847.32,Software
51710,1228,2024-08-12,290.64,Software
51711,1522,2024-05-19,515.96,Service
51712,1697,2024-01-10,130.08,Training
51713,1592,2024-07-26,628.46,Hardware
51714,1013,2024-02-21,174.71,Service
51715,1499,2024-05-28,404.46,Service
51716,1445,2024-02-23,824.14,Training
51717,1340,2024-02-28,174.61,Service
51718,1324,2024-04-24,68.73,Software
51719,1596,2025-07-30,53.69,Training
51720,1598,2024-01-02,255.38,Software
51721,1157,2025-01-03,138.22,Software
51722,1656,2024-03-22,423.58,Service
51723,1575,2025-06-15,418.4,Software
51724,1431,2024-02-24,628.62,Software
51725,1555,2025-07-05,395.12,Software
51726,1407,2024-12-18,561.88,Service
51727,1158,2024-01-01,1079.28,Training
51728,1185,2025-05-30,246.89,Software
51729,1798,2024-10-28,703.39,Software
51730,1491,2024-05-31,1189.64,Software
51731,1536,2025-03-18,135.02,Service
51732,1357,2025-06-18,568.5,Hardware
51733,1717,2024-10-06,166.01,Service
51734,1362,2024-07-01,255.36,Software
51735,1224,2025-03-31,75.53,Service
51736,1613,2025-01-28,77.24,Service
51737,1204,2025-05-27,309.6,Software
51738,1008,2025-02-03,522.01,Software
51739,1472,2024-05-20,317.22,Software
51740,1172,2025-06-21,534.76,Training
51741,1720,2024-03-01,128.03,Hardware
51742,1096,2024-06-03,144.29,Hardware
51743,1674,2024-10-27,873.33,Hardware
51744,1608,2024-11-22,160.52,Hardware
51745,1306,2024-01-09,253.09,Training
51746,1657,2025-03-26,194.79,Software
51747,1258,2024-07-27,311.19,Service
51748,1474,2024-08-22,361.81,Hardware
51749,1300,2025-04-12,286.7,Service
51750,1465,2024-08-06,221.52,Software
51751,1614,2024-01-28,311.09,Software
51752,1689,2024-04-11,370.76,Software
51753,1328,2025-07-05,210.61,Software
51754,1110,2024-02-10,353.01,Software
51755,1710,2024-07-23,114.99,Service
51756,1129,2024-10-17,274.9,Hardware
51757,1137,2024-10-11,303.45,Hardware
51758,1539,2024-01-03,362.5,Hardware
51759,1649,2024-10-16,117.82,Hardware
51760,1164,2024-08-09,229.93,Software
51761,1349,2025-07-14,333.06,Software
51762,1463,2024-04-01,223.17,Software
51763,1643,2024-07-23,315.26,Training
51764,1504,2024-08-30,399.89,Software
51765,1151,2024-08-13,219.51,Hardware
51766,1246,2025-01-19,442.0,Software
51767,1110,2024-05-04,383.44,Training
51768,1585,2024-05-07,331.82,Software
51769,1798,2025-02-24,753.87,Hardware
51770,1275,2024-10-15,643.52,Software
51771,1067,2024-08-27,709.77,Software
51772,1050,2024-04-07,392.74,Service
51773,1515,2024-04-18,150.38,Training
51774,1226,2024-01-07,141.85,Service
51775,1578,2024-02-22,451.07,Training
51776,1506,2024-11-17,687.51,Hardware
51777,1155,2025-05-29,527.21,Hardware
51778,1480,2024-06-14,758.37,Software
51779,1111,2024-07-08,101.0,Software
51780,1483,2024-03-07,106.09,Software
51781,1768,2024-08-12,62.65,Training
51782,1274,2024-01-22,335.86,Training
51783,1155,2025-06-13,160.67,Hardware
51784,1651,2025-01-23,303.19,Software
51785,1167,2025-07-25,182.12,Software
51786,1019,2025-05-24,383.68,Training
51787,1345,2024-09-29,338.58,Software
51788,1735,2024-10-26,430.03,Hardware
51789,1569,2024-04-19,209.22,Software
51790,1294,2024-09-23,296.51,Software
51791,1645,2025-06-05,185.7,Hardware
51792,1462,2024-01-30,213.26,Software
51793,1338,2025-05-13,517.73,Software
51794,1452,2024-07-15,318.81,Training
51795,1344,2025-06-03,181.35,Service
51796,1717,2025-06-26,295.47,Hardware
51797,1631,2025-01-22,203.01,Hardware
51798,1765,2025-01-18,279.38,Software
51799,1085,2024-09-18,1030.15,Software
51800,1697,2025-04-27,610.57,Service
51801,1737,2025-07-08,428.51,Software
51802,1660,2025-03-23,111.7,Software
51803,1389,2024-12-24,33.96,Hardware
51804,1792,2024-12-16,242.78,Software
51805,1227,2025-05-05,268.15,Service
51806,1286,2024-11-08,425.82,Software
51807,1284,2025-04-08,70.32,Software
51808,1693,2024-10-20,148.17,Software
51809,1109,2024-02-06,672.6,Hardware
51810,1135,2024-08-09,169.94,Software
51811,1291,2024-09-13,180.59,Service
51812,1615,2024-03-22,1313.9,Service
51813,1713,2024-02-29,636.71,Software
51814,1508,2024-11-04,460.15,Service
51815,1629,2024-02-19,126.71,Training
51816,1029,2024-06-23,332.16,Service
51817,1394,2025-03-05,260.82,Software
51818,1027,2025-07-10,523.38,Service
51819,1467,2025-02-18,54.16,Service
51820,1013,2025-07-26,338.06,Software
51821,1554,2025-02-06,558.59,Software
51822,1445,2024-06-18,262.0,Software
51823,1224,2025-01-22,270.97,Software
51824,1463,2025-02-09,276.79,Software
51825,1021,2024-08-02,177.63,Service
51826,1387,2024-01-11,540.05,Software
51827,1648,2025-02-09,840.8,Hardware
51828,1326,2024-01-13,69.41,Service
51829,1733,2024-12-30,440.79,Hardware
51830,1467,2024-04-04,268.14,Service
51831,1657,2024-11-22,109.87,Software
51832,1522,2024-10-17,109.61,Service
51833,1225,2024-01-08,296.17,Hardware
51834,1653,2024-07-28,252.55,Software
51835,1475,2024-12-12,105.8,Software
51836,1618,2025-05-04,207.38,Software
51837,1780,2025-05-27,436.06,Software
51838,1706,2024-10-06,131.74,Software
51839,1458,2025-02-24,291.15,Software
51840,1640,2024-07-01,451.59,Software
51841,1213,2024-07-16,229.65,Service
51842,1663,2024-04-22,115.16,Software
51843,1481,2024-11-20,359.89,Service
51844,1180,2024-06-30,129.1,Service
51845,1538,2024-02-18,362.43,Service
51846,1527,2025-01-30,305.63,Software
51847,1022,2025-02-12,554.28,Service
51848,1345,2024-07-26,240.93,Software
51849,1577,2024-02-14,801.26,Software
51850,1763,2024-09-02,454.62,Service
51851,1021,2024-09-12,629.33,Software
51852,1745,2025-01-20,265.91,Software
51853,1408,2024-06-30,209.07,Software
51854,1487,2025-01-28,122.79,Software
51855,1528,2025-05-17,189.82,Software
51856,1416,2024-05-17,267.77,Training
51857,1272,2025-07-18,508.18,Software
51858,1205,2024-08-10,285.12,Service
51859,1298,2024-06-03,139.9,Service
51860,1672,2024-08-31,99.39,Service
51861,1553,2024-02-24,157.53,Training
51862,1108,2024-03-13,143.19,Hardware
51863,1637,2024-08-27,605.07,Hardware
51864,1152,2025-03-15,218.32,Training
51865,1013,2025-06-03,98.1,Software
51866,1715,2025-01-18,372.33,Service
51867,1079,2024-03-01,282.45,Hardware
51868,1554,2025-01-22,336.88,Service
51869,1169,2025-01-01,288.98,Training
51870,1249,2025-04-09,191.36,Software
51871,1121,2025-04-21,170.1,Software
51872,1387,2025-05-15,60.3,Training
51873,1439,2024-08-26,255.37,Software
51874,1272,2025-02-06,484.24,Hardware
51875,1300,2024-06-03,502.38,Software
51876,1721,2025-07-30,176.22,Service
51877,1473,2024-04-11,717.4,Training
51878,1158,2024-01-06,95.16,Software
51879,1633,2024-03-26,281.63,Software
51880,1227,2025-03-23,157.99,Software
51881,1421,2024-09-14,284.22,Hardware
51882,1024,2024-09-15,632.05,Hardware
51883,1742,2025-07-05,124.29,Software
51884,1538,2025-06-14,237.69,Software
51885,1570,2024-06-28,220.09,Hardware
51886,1777,2024-04-30,256.47,Hardware
51887,1638,2025-05-04,169.48,Software
51888,1787,2025-06-06,403.27,Software
51889,1540,2024-11-08,194.51,Hardware
51890,1128,2024-12-29,183.18,Service
51891,1094,2024-05-28,637.05,Training
51892,1703,2025-04-07,279.17,Service
51893,1421,2024-12-30,182.72,Service
51894,1272,2024-10-17,431.17,Service
51895,1484,2024-02-04,249.63,Training
51896,1005,2025-06-12,220.01,Software
51897,1157,2024-12-21,350.5,Software
51898,1052,2024-04-21,946.17,Software
51899,1243,2024-12-15,225.25,Hardware
51900,1663,2025-01-25,361.71,Service
51901,1774,2024-10-30,274.49,Software
51902,1420,2025-02-18,107.56,Service
51903,1425,2024-12-01,149.88,Software
51904,1080,2025-06-30,369.06,Software
51905,1695,2024-01-31,262.02,Software
51906,1354,2024-03-02,210.48,Service
51907,1619,2024-04-10,389.07,Hardware
51908,1666,2025-02-02,333.73,Hardware
51909,1293,2025-01-07,84.72,Training
51910,1717,2025-05-29,145.56,Software
51911,1116,2025-02-26,279.5,Hardware
51912,1529,2024-10-20,129.87,Software
51913,1480,2025-07-26,593.33,Software
51914,1288,2024-06-02,279.27,Software
51915,1668,2025-04-25,250.79,Software
51916,1477,2024-09-03,730.09,Software
51917,1025,2025-01-09,301.03,Software
51918,1431,2025-02-23,217.28,Service
51919,1278,2024-12-31,151.83,Software
51920,1317,2024-03-22,372.42,Service
51921,1638,2024-09-12,253.88,Software
51922,1358,2024-11-19,105.94,Software
51923,1276,2025-05-04,405.7,Software
